DATE RPTD,DATE OCC,TIME OCC,AREA,AREA NAME,DIST NO,CRIME,VICT SEX,PREMISES,WEAPON,LOCATION
11/25/2024 0:00,11/24/2024 0:00,1200,13,Newton,1361,VEHICLE - STOLEN,,STREET,,4900 S  BROADWAY
11/25/2024 0:00,11/24/2024 0:00,2050,6,Hollywood,663,BURGLARY FROM VEHICLE,M,PARKING UNDERGROUND/BUILDING,,6600    SANTA MONICA                 BL
11/25/2024 0:00,6/2/2024 0:00,1000,10,West Valley,1027,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,SINGLE FAMILY DWELLING,,6900    WISH                         AV
11/25/2024 0:00,11/15/2024 0:00,610,20,Olympic,2014,THEFT OF IDENTITY,M,SINGLE FAMILY DWELLING,,100 S  HARVARD                      BL
11/25/2024 0:00,11/25/2024 0:00,830,20,Olympic,2024,THEFT PLAIN - PETTY ($950 & UNDER),M,HEALTH SPA/GYM,,3600 W  6TH                          ST
11/25/2024 0:00,11/24/2024 0:00,100,3,Southwest,308,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,STREET,,23RD                         ST
11/25/2024 0:00,11/25/2024 0:00,347,1,Central,182,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,"VEHICLE, PASSENGER/TRUCK",,1000 S  OLIVE                        ST
11/25/2024 0:00,11/24/2024 0:00,1826,7,Wilshire,724,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,THE GROVE,,100    THE GROVE                    DR
11/25/2024 0:00,11/25/2024 0:00,800,13,Newton,1361,THEFT PLAIN - PETTY ($950 & UNDER),M,SIDEWALK,,100 W  47TH                         PL
11/25/2024 0:00,11/24/2024 0:00,1308,6,Hollywood,645,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,BEAUTY SUPPLY STORE,,6800    HOLLYWOOD                    BL
11/25/2024 0:00,11/24/2024 0:00,2130,2,Rampart,218,BURGLARY FROM VEHICLE,F,PARKING LOT,,1500 W  SUNSET                       BL
11/25/2024 0:00,11/23/2024 0:00,1757,10,West Valley,1015,THEFT PLAIN - PETTY ($950 & UNDER),M,DEPARTMENT STORE,,18200    SHERMAN                      WY
11/25/2024 0:00,11/25/2024 0:00,915,3,Southwest,358,BATTERY - SIMPLE ASSAULT,M,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1000 W  34TH                         ST
11/25/2024 0:00,11/24/2024 0:00,1500,11,Northeast,1113,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,STREET,,4500    COLLEGE VIEW                 AV
11/25/2024 0:00,11/24/2024 0:00,2300,14,Pacific,1435,VEHICLE - STOLEN,,STREET,,3600    MCLAUGHLIN                   AV
11/25/2024 0:00,11/25/2024 0:00,1530,8,West LA,808,VEHICLE - STOLEN,,STREET,,13900    MULHOLLAND                   DR
11/25/2024 0:00,11/25/2024 0:00,1000,2,Rampart,204,VEHICLE - STOLEN,,STREET,,500    MICHELTORENA                 ST
11/25/2024 0:00,10/14/2024 0:00,1528,2,Rampart,205,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,OTHER BUSINESS,,600 N  DILLON                       ST
11/25/2024 0:00,11/22/2024 0:00,1300,17,Devonshire,1745,THEFT PLAIN - PETTY ($950 & UNDER),F,MTA BUS,,WHITE OAK                    AV
11/25/2024 0:00,11/25/2024 0:00,110,20,Olympic,2036,VANDALISM - MISDEAMEANOR ($399 OR UNDER),F,"VEHICLE, PASSENGER/TRUCK",,3200    WILSHIRE                     BL
11/25/2024 0:00,11/21/2024 0:00,2200,2,Rampart,235,VANDALISM - MISDEAMEANOR ($399 OR UNDER),F,STREET,,ROSEMONT                     AV
11/25/2024 0:00,11/24/2024 0:00,2340,1,Central,119,THEFT PLAIN - PETTY ($950 & UNDER),M,LA UNION STATION (NOT LINE SPECIFIC),,800 N  ALAMEDA                      ST
11/25/2024 0:00,11/24/2024 0:00,2100,13,Newton,1361,VEHICLE - STOLEN,,STREET,,4900 S  BROADWAY
11/25/2024 0:00,11/24/2024 0:00,150,13,Newton,1385,PICKPOCKET,F,NIGHT CLUB (OPEN EVENINGS ONLY),,1000 E  60TH                         ST
11/25/2024 0:00,11/24/2024 0:00,1530,2,Rampart,235,BURGLARY FROM VEHICLE,M,STREET,,2300    MIRAMAR                      ST
11/25/2024 0:00,11/25/2024 0:00,1545,15,N Hollywood,1527,SHOPLIFTING - PETTY THEFT ($950 & UNDER),M,DEPARTMENT STORE,,11000    VICTORY                      BL
11/25/2024 0:00,11/25/2024 0:00,1505,10,West Valley,1077,BURGLARY FROM VEHICLE,M,GARAGE/CARPORT,,17200    VENTURA                      BL
11/25/2024 0:00,11/24/2024 0:00,1800,13,Newton,1321,VEHICLE - STOLEN,,STREET,,1900 S  OLIVE                        ST
11/25/2024 0:00,11/24/2024 0:00,1000,1,Central,164,VEHICLE - STOLEN,,SIDEWALK,,600 S  MAIN                         ST
11/25/2024 0:00,11/24/2024 0:00,1500,15,N Hollywood,1583,VEHICLE - STOLEN,,STREET,,12000    GUERIN                       ST
11/25/2024 0:00,11/24/2024 0:00,1307,17,Devonshire,1701,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",X,"PORCH, RESIDENTIAL",,20200    LIVERPOOL                    WY
11/25/2024 0:00,11/25/2024 0:00,825,6,Hollywood,645,THEFT PLAIN - PETTY ($950 & UNDER),M,HOTEL,,1500 N  LA BREA                      AV
11/25/2024 0:00,11/21/2024 0:00,1200,5,Harbor,555,THEFT PLAIN - PETTY ($950 & UNDER),M,SIDEWALK,,FRONT                        ST
11/25/2024 0:00,11/6/2024 0:00,1648,20,Olympic,2033,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",F,PARKING LOT,,600 S  OXFORD                       AV
11/25/2024 0:00,11/23/2024 0:00,1200,12,77th Street,1273,VEHICLE - STOLEN,,STREET,,8900 S  HOBART                       BL
11/25/2024 0:00,5/25/2024 0:00,1840,8,West LA,829,THEFT OF IDENTITY,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,10300    WILSHIRE                     BL
11/25/2024 0:00,11/23/2024 0:00,1500,13,Newton,1321,THEFT PLAIN - PETTY ($950 & UNDER),F,"PORCH, RESIDENTIAL",,300 E  25TH                         ST
11/25/2024 0:00,11/24/2024 0:00,400,6,Hollywood,643,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),M,ELEMENTARY SCHOOL,,N  GARDNER                      ST
11/25/2024 0:00,11/23/2024 0:00,29,10,West Valley,1018,VEHICLE - STOLEN,,PARKING LOT,,15800    STRATHERN                    ST
11/25/2024 0:00,11/21/2024 0:00,2350,9,Van Nuys,909,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",F,OTHER STORE,,7200    WOODMAN                      AV
11/25/2024 0:00,11/22/2024 0:00,2145,19,Mission,1954,THEFT OF IDENTITY,M,SINGLE FAMILY DWELLING,,10000    LEMONA                       AV
11/25/2024 0:00,11/25/2024 0:00,310,17,Devonshire,1794,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",F,OTHER RESIDENCE,,AMIGO                        AV
11/25/2024 0:00,11/23/2024 0:00,2030,2,Rampart,218,THEFT PLAIN - PETTY ($950 & UNDER),F,ALLEY,,1700 W  SUNSET                       BL
11/25/2024 0:00,11/24/2024 0:00,1900,5,Harbor,585,VEHICLE - STOLEN,,STREET,,1100 W  21ST                         ST
11/25/2024 0:00,9/6/2024 0:00,1200,12,77th Street,1203,THEFT OF IDENTITY,F,SINGLE FAMILY DWELLING,,1800 W  50TH                         ST
11/25/2024 0:00,11/24/2024 0:00,1545,3,Southwest,376,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",M,STREET,,1300    ROLLAND CURTIS               PL
11/25/2024 0:00,11/24/2024 0:00,600,6,Hollywood,645,VEHICLE - STOLEN,,GARAGE/CARPORT,,1700 N  HIGHLAND                     AV
11/25/2024 0:00,11/23/2024 0:00,230,6,Hollywood,639,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",F,SIDEWALK,,5300    LOMA LINDA                   AV
11/25/2024 0:00,11/24/2024 0:00,2330,12,77th Street,1269,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,"VEHICLE, PASSENGER/TRUCK",,WADSWORTH                    AV
11/25/2024 0:00,11/14/2024 0:00,900,6,Hollywood,622,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",F,STREET,,FRANKLIN
11/25/2024 0:00,11/25/2024 0:00,1550,5,Harbor,516,VANDALISM - MISDEAMEANOR ($399 OR UNDER),M,STREET,,ISLAND
11/25/2024 0:00,11/20/2024 0:00,1142,8,West LA,829,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,PHARMACY INSIDE STORE OR SUPERMARKET*,,10400    SANTA MONICA                 BL
11/25/2024 0:00,11/6/2024 0:00,1930,9,Van Nuys,932,THEFT PLAIN - PETTY ($950 & UNDER),F,SINGLE FAMILY DWELLING,,15100    DOMINO                       ST
11/25/2024 0:00,11/25/2024 0:00,2036,6,Hollywood,647,BURGLARY FROM VEHICLE,F,HEALTH SPA/GYM,,1500    VINE                         ST
11/25/2024 0:00,11/14/2024 0:00,1928,19,Mission,1998,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,CLOTHING STORE,,7800    VAN NUYS                     BL
11/25/2024 0:00,11/20/2024 0:00,1242,17,Devonshire,1794,THEFT PLAIN - PETTY ($950 & UNDER),X,OFFICE BUILDING/OFFICE,,PARTHENIA                    ST
11/25/2024 0:00,11/25/2024 0:00,953,14,Pacific,1494,BATTERY - SIMPLE ASSAULT,M,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,500    WORLD                        WY
11/25/2024 0:00,11/25/2024 0:00,1200,4,Hollenbeck,426,VANDALISM - MISDEAMEANOR ($399 OR UNDER),M,STREET,,3200 N  EASTERN                      AV
11/25/2024 0:00,11/23/2024 0:00,1230,1,Central,182,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",F,BANK,,1000 S  GRAND                        AV
11/25/2024 0:00,11/22/2024 0:00,1710,20,Olympic,2022,THEFT PLAIN - PETTY ($950 & UNDER),F,GARAGE/CARPORT,,500 S  ST ANDREWS                   PL
11/25/2024 0:00,11/25/2024 0:00,300,20,Olympic,2033,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),F,STREET,,W  7TH
11/25/2024 0:00,11/23/2024 0:00,1600,19,Mission,1999,VEHICLE - STOLEN,,STREET,,7900    VENTURA CANYON               AV
11/25/2024 0:00,11/25/2024 0:00,1213,15,N Hollywood,1506,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,WAREHOUSE,,7100    VINELAND                     AV
11/25/2024 0:00,11/25/2024 0:00,413,19,Mission,1977,VEHICLE - STOLEN,,STREET,,13800    CORRENTI                     ST
11/25/2024 0:00,11/23/2024 0:00,2230,6,Hollywood,625,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",F,UNDERPASS/BRIDGE*,,2300 N  HIGHLAND                     AV
11/25/2024 0:00,11/25/2024 0:00,1222,7,Wilshire,723,THEFT PLAIN - PETTY ($950 & UNDER),M,OTHER/OUTSIDE,,FAIRFAX                      AV
11/25/2024 0:00,11/22/2024 0:00,1510,9,Van Nuys,981,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,MARKET,,4500 N  SEPULVEDA                    BL
11/25/2024 0:00,8/5/2024 0:00,1227,2,Rampart,205,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,OTHER BUSINESS,,600 N  DILLON                       ST
11/25/2024 0:00,11/25/2024 0:00,1750,3,Southwest,378,BATTERY POLICE (SIMPLE),X,MTA - EXPO LINE - EXPO/VERMONT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",EXPOSITION                   BL
11/25/2024 0:00,11/24/2024 0:00,2115,4,Hollenbeck,412,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,STREET,,200 W  AVENUE 26
11/25/2024 0:00,11/25/2024 0:00,1921,21,Topanga,2189,SHOPLIFTING - PETTY THEFT ($950 & UNDER),M,DEPARTMENT STORE,,20800    VENTURA                      BL
11/25/2024 0:00,11/16/2024 0:00,2330,8,West LA,839,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),X,OTHER BUSINESS,,10200    SANTA MONICA                 BL
11/25/2024 0:00,11/21/2024 0:00,2015,1,Central,138,BURGLARY FROM VEHICLE,M,STREET,,3RD
11/25/2024 0:00,11/22/2024 0:00,1630,9,Van Nuys,911,VEHICLE - STOLEN,,STREET,,6800 N  SEPULVEDA                    BL
11/25/2024 0:00,10/26/2024 0:00,1625,20,Olympic,2063,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,1100 S  HARVARD                      BL
11/25/2024 0:00,11/24/2024 0:00,1700,13,Newton,1307,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",M,STREET,,700 E  8TH                          ST
11/25/2024 0:00,11/23/2024 0:00,1500,3,Southwest,355,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,STREET,,EXPOSITION                   BL
11/25/2024 0:00,11/25/2024 0:00,5,13,Newton,1347,THEFT OF IDENTITY,M,SINGLE FAMILY DWELLING,,1600 E  33RD                         ST
11/25/2024 0:00,11/24/2024 0:00,2330,17,Devonshire,1794,VEHICLE - STOLEN,,STREET,,8400    CANBY                        AV
11/25/2024 0:00,11/25/2024 0:00,1145,3,Southwest,358,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,STREET,,900 W  35TH                         ST
11/25/2024 0:00,11/24/2024 0:00,1715,2,Rampart,275,BURGLARY FROM VEHICLE,F,STREET,,W  OLYMPIC                      BL
11/25/2024 0:00,11/17/2024 0:00,100,12,77th Street,1256,VEHICLE - STOLEN,,STREET,,7300 S  FIGUEROA                     ST
11/25/2024 0:00,11/24/2024 0:00,2030,10,West Valley,1047,BURGLARY FROM VEHICLE,M,SIDEWALK,,BURBANK                      BL
11/25/2024 0:00,11/13/2024 0:00,800,17,Devonshire,1743,VEHICLE - STOLEN,,PARKING LOT,,18600    DEVONSHIRE                   ST
11/25/2024 0:00,11/25/2024 0:00,200,20,Olympic,2055,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",X,BANK,,2900 W  OLYMPIC                      BL
11/25/2024 0:00,11/22/2024 0:00,2230,20,Olympic,2019,BURGLARY,X,JUNIOR HIGH SCHOOL,,100 N  VERMONT                      AV
11/25/2024 0:00,11/25/2024 0:00,1600,15,N Hollywood,1527,SHOPLIFTING - PETTY THEFT ($950 & UNDER),M,DEPARTMENT STORE,,11000    VICTORY                      BL
11/25/2024 0:00,11/19/2024 0:00,838,9,Van Nuys,981,SHOPLIFTING - PETTY THEFT ($950 & UNDER),M,MARKET,,4500 N  SEPULVEDA                    BL
11/25/2024 0:00,6/26/2024 0:00,1400,6,Hollywood,667,THEFT OF IDENTITY,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,5800    LA MIRADA                    AV
11/25/2024 0:00,10/30/2024 0:00,1535,21,Topanga,2197,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",F,SINGLE FAMILY DWELLING,,19700    ARUNDEL                      PL
11/25/2024 0:00,11/22/2024 0:00,1309,13,Newton,1309,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,2600 E  WASHINGTON                   BL
11/25/2024 0:00,11/24/2024 0:00,1740,6,Hollywood,638,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,5700    HOLLYWOOD                    BL
11/25/2024 0:00,11/25/2024 0:00,300,16,Foothill,1653,BURGLARY FROM VEHICLE,F,STREET,,13100    KELOWNA                      ST
11/25/2024 0:00,11/22/2024 0:00,1700,18,Southeast,1821,THEFT PLAIN - PETTY ($950 & UNDER),M,SINGLE FAMILY DWELLING,,800 W  97TH                         ST
11/25/2024 0:00,11/25/2024 0:00,1900,21,Topanga,2156,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",F,DEPARTMENT STORE,,21700    VICTORY                      BL
11/25/2024 0:00,11/25/2024 0:00,1600,9,Van Nuys,904,THEFT PLAIN - PETTY ($950 & UNDER),M,OTHER BUSINESS,,SHERMAN                      WY
11/25/2024 0:00,11/24/2024 0:00,2300,5,Harbor,522,VEHICLE - STOLEN,,DRIVEWAY,,600    GULF                         AV
11/25/2024 0:00,11/6/2024 0:00,1,15,N Hollywood,1543,THEFT OF IDENTITY,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,5200    CORTEEN                      PL
11/25/2024 0:00,11/24/2024 0:00,1800,3,Southwest,393,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,DRIVEWAY,,3000    STOCKER                      ST
11/25/2024 0:00,11/24/2024 0:00,2000,6,Hollywood,666,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,STREET,,6200    LELAND                       WY
11/25/2024 0:00,9/1/2024 0:00,942,2,Rampart,205,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,OTHER BUSINESS,,600 N  DILLON                       ST
11/25/2024 0:00,11/24/2024 0:00,1700,3,Southwest,318,VEHICLE - STOLEN,,PARKING LOT,,2300 S  HOOVER                       ST
11/25/2024 0:00,11/25/2024 0:00,1930,7,Wilshire,724,BATTERY - SIMPLE ASSAULT,M,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",100    THE GROVE                    DR
11/25/2024 0:00,11/21/2024 0:00,900,8,West LA,851,VEHICLE - STOLEN,,GARAGE/CARPORT,,1600 S  BUNDY                        DR
11/25/2024 0:00,11/11/2024 0:00,1400,2,Rampart,261,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,STREET,,2500    JAMES M WOOD                 BL
11/25/2024 0:00,11/24/2024 0:00,1800,1,Central,181,THEFT PLAIN - PETTY ($950 & UNDER),F,CONVENTION CENTER,,1200 S  FIGUEROA                     ST
11/25/2024 0:00,11/24/2024 0:00,2200,6,Hollywood,677,VEHICLE - STOLEN,,STREET,,800 N  WILTON                       PL
11/25/2024 0:00,11/25/2024 0:00,1900,9,Van Nuys,906,VEHICLE - STOLEN,,PARKING LOT,,7600    VAN NUYS                     BL
11/25/2024 0:00,11/24/2024 0:00,1800,3,Southwest,393,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,DRIVEWAY,,3000    STOCKER                      ST
11/25/2024 0:00,11/23/2024 0:00,2100,5,Harbor,516,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),M,OTHER/OUTSIDE,,1100    ISLAND                       AV
11/25/2024 0:00,11/24/2024 0:00,1700,3,Southwest,338,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,STREET,,3100 S  HOOVER                       ST
11/25/2024 0:00,11/18/2024 0:00,1056,8,West LA,829,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,PHARMACY INSIDE STORE OR SUPERMARKET*,,10400    SANTA MONICA                 BL
11/25/2024 0:00,11/22/2024 0:00,1700,1,Central,164,VANDALISM - MISDEAMEANOR ($399 OR UNDER),M,"VEHICLE, PASSENGER/TRUCK",,600 S  SPRING                       ST
11/25/2024 0:00,11/21/2024 0:00,530,18,Southeast,1863,VEHICLE - STOLEN,,STREET,,300 E  118TH                        PL
11/25/2024 0:00,11/25/2024 0:00,1634,7,Wilshire,721,THEFT PLAIN - PETTY ($950 & UNDER),F,SHOPPING MALL (COMMON AREA),,LA CIENEGA                   BL
11/25/2024 0:00,11/23/2024 0:00,1330,15,N Hollywood,1591,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",X,OTHER BUSINESS,,12400    VENTURA                      BL
11/25/2024 0:00,11/23/2024 0:00,1500,3,Southwest,363,VEHICLE - STOLEN,,PARKING LOT,,3900    CRENSHAW                     BL
11/25/2024 0:00,11/25/2024 0:00,1500,3,Southwest,328,VEHICLE - STOLEN,,PARKING LOT,,600 W  32ND                         ST
11/25/2024 0:00,11/22/2024 0:00,1445,3,Southwest,328,THEFT PLAIN - PETTY ($950 & UNDER),F,SINGLE FAMILY DWELLING,,600 W  28TH                         ST
11/25/2024 0:00,11/14/2024 0:00,2100,3,Southwest,329,THEFT PLAIN - PETTY ($950 & UNDER),M,STREET,,2800 S  FIGUEROA                     ST
11/25/2024 0:00,11/24/2024 0:00,900,9,Van Nuys,964,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,SHOPPING MALL (COMMON AREA),,14000    RIVERSIDE                    DR
11/25/2024 0:00,11/24/2024 0:00,2015,18,Southeast,1822,THEFT PLAIN - PETTY ($950 & UNDER),F,"PORCH, RESIDENTIAL",,10000 S  SPRING                       ST
11/25/2024 0:00,11/23/2024 0:00,1735,21,Topanga,2146,SHOPLIFTING - PETTY THEFT ($950 & UNDER),M,MARKET,,21200    SHERMAN                      WY
11/25/2024 0:00,11/22/2024 0:00,1700,7,Wilshire,769,VEHICLE - STOLEN,,STREET,,1500    2ND                          AV
11/25/2024 0:00,11/23/2024 0:00,1047,20,Olympic,2029,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",F,"VEHICLE, PASSENGER/TRUCK",,600 S  VIRGIL                       AV
11/25/2024 0:00,11/24/2024 0:00,1555,14,Pacific,1472,BURGLARY FROM VEHICLE,F,PARKING LOT,,200    CULVER                       BL
11/25/2024 0:00,11/24/2024 0:00,2320,14,Pacific,1494,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",F,TRANSPORTATION FACILITY (AIRPORT),,200    WORLD                        WY
11/25/2024 0:00,11/25/2024 0:00,400,13,Newton,1307,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,STREET,,700    KOHLER                       ST
11/25/2024 0:00,11/24/2024 0:00,1200,1,Central,181,VEHICLE - STOLEN,,PARKING LOT,,1200 S  FIGUEROA                     ST
11/25/2024 0:00,10/27/2024 0:00,1340,15,N Hollywood,1562,THEFT OF IDENTITY,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,4400    COLDWATER CANYON             AV
11/25/2024 0:00,11/24/2024 0:00,200,18,Southeast,1805,VEHICLE - STOLEN,,STREET,,9000    AVALON                       BL
11/25/2024 0:00,11/25/2024 0:00,1400,1,Central,152,BIKE - STOLEN,M,LIBRARY,,600 W  5TH                          ST
11/25/2024 0:00,11/23/2024 0:00,1830,2,Rampart,205,BURGLARY FROM VEHICLE,F,GARAGE/CARPORT,,600 N  DILLON                       ST
11/25/2024 0:00,11/20/2024 0:00,30,17,Devonshire,1756,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",X,ALLEY,,17100    SEPTO                        ST
11/25/2024 0:00,5/31/2024 0:00,2000,21,Topanga,2158,THEFT OF IDENTITY,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,6200    CANOGA                       AV
11/25/2024 0:00,11/22/2024 0:00,1900,3,Southwest,332,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",F,"VEHICLE, PASSENGER/TRUCK",,3400    BUCKINGHAM                   RD
11/25/2024 0:00,9/27/2024 0:00,1200,5,Harbor,506,THEFT OF IDENTITY,F,SINGLE FAMILY DWELLING,,1500 W  215TH                        ST
11/25/2024 0:00,11/23/2024 0:00,1215,11,Northeast,1163,OTHER MISCELLANEOUS CRIME,X,STREET,,1200 N  BERENDO                      ST
11/25/2024 0:00,6/23/2024 0:00,1145,15,N Hollywood,1565,THEFT OF IDENTITY,X,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,4300    TUJUNGA                      AV
11/25/2024 0:00,11/25/2024 0:00,1613,19,Mission,1998,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),X,CLOTHING STORE,,8200    VAN NUYS                     BL
11/25/2024 0:00,11/25/2024 0:00,130,10,West Valley,1047,BURGLARY FROM VEHICLE,M,PARKING LOT,,17200    BURBANK                      BL
11/25/2024 0:00,11/24/2024 0:00,2220,6,Hollywood,663,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),M,PARKING LOT,,6600    SANTA MONICA                 BL
11/25/2024 0:00,11/25/2024 0:00,1400,14,Pacific,1494,THEFT PLAIN - PETTY ($950 & UNDER),F,TRANSPORTATION FACILITY (AIRPORT),UNKNOWN WEAPON/OTHER WEAPON,700    WORLD                        WY
11/25/2024 0:00,11/23/2024 0:00,2200,20,Olympic,2069,BURGLARY FROM VEHICLE,F,STREET,,2400 W  11TH                         ST
11/25/2024 0:00,11/22/2024 0:00,1257,6,Hollywood,646,THEFT PLAIN - PETTY ($950 & UNDER),F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,6700    LELAND                       WY
11/25/2024 0:00,11/22/2024 0:00,2100,19,Mission,1954,THEFT PLAIN - PETTY ($950 & UNDER),M,STREET,,10000    LEMONA                       AV
11/25/2024 0:00,11/23/2024 0:00,1500,19,Mission,1913,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,STREET,,13000    NORRIS                       AV
11/25/2024 0:00,3/1/2024 0:00,1200,20,Olympic,2063,DOCUMENT FORGERY / STOLEN FELONY,M,SINGLE FAMILY DWELLING,,1100 S  HOBART                       BL
11/25/2024 0:00,11/23/2024 0:00,1700,21,Topanga,2156,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,STREET,,21600    ERWIN                        ST
11/25/2024 0:00,11/17/2024 0:00,2300,9,Van Nuys,909,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,"VEHICLE, PASSENGER/TRUCK",,13800    SHERMAN                      WY
11/25/2024 0:00,11/25/2024 0:00,1805,21,Topanga,2143,SHOPLIFTING - PETTY THEFT ($950 & UNDER),M,DEPARTMENT STORE,,6600    FALLBROOK                    AV
11/25/2024 0:00,11/22/2024 0:00,2000,2,Rampart,237,VEHICLE - STOLEN,,STREET,,200    EMERALD                      ST
11/25/2024 0:00,11/14/2024 0:00,1215,13,Newton,1394,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,6700 S  MAIN                         ST
11/25/2024 0:00,11/15/2024 0:00,1440,17,Devonshire,1764,THEFT PLAIN - PETTY ($950 & UNDER),M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,9400    CORBIN                       AV
11/25/2024 0:00,11/24/2024 0:00,1025,5,Harbor,513,VANDALISM - MISDEAMEANOR ($399 OR UNDER),F,RESTAURANT/FAST FOOD,,1400 W  PACIFIC COAST                HY
11/25/2024 0:00,11/23/2024 0:00,1035,2,Rampart,231,THEFT PLAIN - PETTY ($950 & UNDER),M,STREET,,200 S  VENDOME                      ST
